key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2006-08-11_WS0618_28,2006-08-11,WS0618,28,55,55,55,55,55,55,0,55,55,0,55,55,55,55,55,55,55,55
2006-08-11_WS0618_DT1,2006-08-11,WS0618,DT1,24,24,23,24,24,23,0,23,23,0,24,24,24,24,24,23,23,24
2006-08-11_WS0618_DT10,2006-08-11,WS0618,DT10,43,43,42,43,43,42,0,41,41,0,43,43,43,43,43,42,42,43
2006-08-11_WS0618_DT11,2006-08-11,WS0618,DT11,38,38,38,38,38,38,0,37,37,0,38,38,38,38,38,38,38,38
2006-08-11_WS0618_DT2,2006-08-11,WS0618,DT2,40,40,40,40,40,40,0,36,36,0,40,40,40,40,40,40,40,40
2006-08-11_WS0618_DT4,2006-08-11,WS0618,DT4,126,126,126,126,126,126,0,126,126,0,126,126,126,126,126,126,126,126
2006-08-11_WS0618_DT7,2006-08-11,WS0618,DT7,1176,1176,1176,1176,1176,1176,0,1175,1175,0,1176,1176,1176,1176,1176,1176,1176,1176
2006-08-11_WS0618_DT9,2006-08-11,WS0618,DT9,98,98,98,98,98,98,0,97,97,0,98,98,98,98,98,98,98,98
2006-08-12_WS0618_22.5,2006-08-12,WS0618,22.5,267,267,267,267,267,267,0,267,267,0,267,267,267,267,267,267,267,267
2006-08-12_WS0618_23,2006-08-12,WS0618,23,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19
2006-08-12_WS0618_24,2006-08-12,WS0618,24,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12
2006-08-12_WS0618_25.5,2006-08-12,WS0618,25.5,692,692,692,692,692,692,0,691,691,0,692,692,692,692,692,692,692,692
2006-08-12_WS0618_27,2006-08-12,WS0618,27,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52
2006-08-13_WS0618_16,2006-08-13,WS0618,16,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2006-08-13_WS0618_17,2006-08-13,WS0618,17,19,19,19,19,19,19,0,19,19,0,19,19,19,19,19,19,19,19
2006-08-13_WS0618_18,2006-08-13,WS0618,18,56,56,56,56,56,56,0,56,56,0,56,56,56,56,56,56,56,56
2006-08-13_WS0618_19,2006-08-13,WS0618,19,6,6,5,6,6,5,0,5,5,0,6,6,6,6,6,5,5,6
2006-08-13_WS0618_20,2006-08-13,WS0618,20,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,20
2006-08-13_WS0618_21,2006-08-13,WS0618,21,61,61,61,61,61,61,0,60,60,0,61,61,61,61,61,61,61,61
2006-08-13_WS0618_21.5,2006-08-13,WS0618,21.5,244,244,244,244,244,244,0,244,244,0,244,244,244,244,244,244,244,244
2006-08-14_WS0618_1,2006-08-14,WS0618,1,13,13,12,13,13,12,0,12,12,0,13,13,13,13,13,12,12,13
2006-08-14_WS0618_10,2006-08-14,WS0618,10,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5
2006-08-14_WS0618_12,2006-08-14,WS0618,12,63,63,63,63,63,63,0,62,62,0,63,63,63,63,63,63,63,63
2006-08-14_WS0618_3,2006-08-14,WS0618,3,97,97,97,97,97,97,0,96,96,0,97,97,97,97,97,97,97,97
2006-08-14_WS0618_5,2006-08-14,WS0618,5,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10
2006-08-14_WS0618_6,2006-08-14,WS0618,6,71,71,71,71,71,71,0,71,71,0,71,71,71,71,71,71,71,71
2006-08-14_WS0618_6.5,2006-08-14,WS0618,6.5,143,143,143,143,143,143,0,143,143,0,143,143,143,143,143,143,143,143
2006-08-14_WS0618_7,2006-08-14,WS0618,7,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4
2006-08-14_WS0618_9,2006-08-14,WS0618,9,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,61
2006-08-14_WS0618_9.5,2006-08-14,WS0618,9.5,232,232,232,232,232,232,0,232,232,0,232,232,232,232,232,232,232,232
2006-10-31_WS0623_50,2006-10-31,WS0623,50,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6
2006-10-31_WS0623_53,2006-10-31,WS0623,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2006-10-31_WS0623_56,2006-10-31,WS0623,56,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2006-10-31_WS0623_58,2006-10-31,WS0623,58,22,22,22,22,22,22,0,21,21,0,22,22,22,22,22,22,22,22
2006-10-31_WS0623_60,2006-10-31,WS0623,60,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9
2006-10-31_WS0623_68,2006-10-31,WS0623,68,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6
2006-10-31_WS0623_69,2006-10-31,WS0623,69,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4
2006-11-01_WS0623_42,2006-11-01,WS0623,42,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14
2006-11-01_WS0623_49,2006-11-01,WS0623,49,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4
2006-11-01_WS0623_CH5,2006-11-01,WS0623,CH5,55,55,55,55,55,55,0,54,54,0,55,55,55,55,55,55,55,55
2006-11-02_WS0623_CAL1,2006-11-02,WS0623,CAL1,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2006-11-02_WS0623_CAL5,2006-11-02,WS0623,CAL5,30,30,30,30,30,30,0,30,30,0,30,30,30,30,30,30,30,30
2006-11-02_WS0623_CH2,2006-11-02,WS0623,CH2,19,19,18,19,19,18,0,18,18,0,19,19,19,19,19,18,18,19
2006-11-03_WS0623_28,2006-11-03,WS0623,28,51,51,50,51,51,50,0,48,48,0,51,51,51,51,51,50,50,51
2006-11-03_WS0623_29,2006-11-03,WS0623,29,62,62,61,62,62,61,0,59,59,0,62,62,62,62,62,61,61,62
2006-11-03_WS0623_30,2006-11-03,WS0623,30,45,45,45,45,45,45,0,43,43,0,45,45,45,45,45,45,45,45
2006-11-03_WS0623_31,2006-11-03,WS0623,31,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25
2006-11-03_WS0623_34,2006-11-03,WS0623,34,9,9,8,9,9,8,0,7,7,0,9,9,9,9,9,8,8,9
2006-11-05_WS0623_10,2006-11-05,WS0623,10,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4
2006-11-05_WS0623_16,2006-11-05,WS0623,16,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6
2006-11-05_WS0623_17,2006-11-05,WS0623,17,16,16,16,16,16,16,0,13,13,0,16,16,16,16,16,16,16,16
2006-11-05_WS0623_18,2006-11-05,WS0623,18,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54
2006-11-05_WS0623_19,2006-11-05,WS0623,19,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2006-11-05_WS0623_20,2006-11-05,WS0623,20,21,21,20,21,21,20,0,19,19,0,21,21,21,21,21,20,20,21
2006-11-05_WS0623_23,2006-11-05,WS0623,23,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15
2006-11-05_WS0623_24,2006-11-05,WS0623,24,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11
2006-11-05_WS0623_7,2006-11-05,WS0623,7,3,3,3,3,3,3,0,1,1,0,3,3,3,3,3,3,3,3
2006-11-05_WS0623_9,2006-11-05,WS0623,9,61,61,60,61,61,60,0,57,57,0,61,61,61,61,61,60,60,61
2006-11-06_WS0623_3,2006-11-06,WS0623,3,60,60,60,60,60,60,0,58,58,0,60,60,60,60,60,60,60,60
2006-11-06_WS0623_5,2006-11-06,WS0623,5,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8
2006-11-06_WS0623_6,2006-11-06,WS0623,6,55,55,54,55,55,54,0,54,54,0,55,55,55,55,55,54,54,55
2006-11-06_WS0623_6.5,2006-11-06,WS0623,6.5,147,147,147,147,147,147,0,144,144,0,147,147,147,147,147,147,147,147
2007-02-17_WS0704_54,2007-02-17,WS0704,54,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2007-02-17_WS0704_58,2007-02-17,WS0704,58,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19
2007-02-17_WS0704_60,2007-02-17,WS0704,60,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7
2007-02-17_WS0704_68,2007-02-17,WS0704,68,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4
2007-02-17_WS0704_69,2007-02-17,WS0704,69,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2007-02-18_WS0704_39,2007-02-18,WS0704,39,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2007-02-18_WS0704_42,2007-02-18,WS0704,42,11,11,10,11,11,10,0,9,9,0,11,11,11,11,11,10,10,11
2007-02-18_WS0704_49,2007-02-18,WS0704,49,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2007-02-18_WS0704_50,2007-02-18,WS0704,50,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4
2007-02-18_WS0704_53,2007-02-18,WS0704,53,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
2007-02-18_WS0704_56,2007-02-18,WS0704,56,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2007-02-23_WS0704_34,2007-02-23,WS0704,34,7,7,6,7,7,6,0,6,6,0,7,7,7,7,7,6,6,7
2007-02-23_WS0704_CAL1,2007-02-23,WS0704,CAL1,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5
2007-02-23_WS0704_CAL5,2007-02-23,WS0704,CAL5,32,32,31,32,32,31,0,30,30,0,32,32,32,32,32,31,31,32
2007-02-23_WS0704_CH2,2007-02-23,WS0704,CH2,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15
2007-02-23_WS0704_CH5,2007-02-23,WS0704,CH5,48,48,48,48,48,48,0,47,47,0,48,48,48,48,48,48,48,48
2007-02-24_WS0704_25.5,2007-02-24,WS0704,25.5,646,646,646,646,646,646,0,642,642,0,646,646,646,646,646,646,646,646
2007-02-24_WS0704_27,2007-02-24,WS0704,27,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50
2007-02-24_WS0704_28,2007-02-24,WS0704,28,51,51,50,51,51,50,0,49,49,0,51,51,51,51,51,50,50,51
2007-02-24_WS0704_29,2007-02-24,WS0704,29,61,61,60,61,61,60,0,60,60,0,61,61,61,61,61,60,60,61
2007-02-24_WS0704_30,2007-02-24,WS0704,30,40,40,39,40,40,39,0,39,39,0,40,40,40,40,40,39,39,40
2007-02-24_WS0704_33,2007-02-24,WS0704,33,24,24,24,24,24,24,0,23,23,0,24,24,24,24,24,24,24,24
2007-02-25_WS0704_16,2007-02-25,WS0704,16,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5
2007-02-25_WS0704_17,2007-02-25,WS0704,17,19,19,18,19,19,18,0,16,16,0,19,19,19,19,19,18,18,19
2007-02-25_WS0704_19,2007-02-25,WS0704,19,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5
2007-02-25_WS0704_20,2007-02-25,WS0704,20,16,16,16,16,16,16,0,15,15,0,16,16,16,16,16,16,16,16
2007-02-25_WS0704_21.5,2007-02-25,WS0704,21.5,242,242,242,242,242,242,0,239,239,0,242,242,242,242,242,242,242,242
2007-02-25_WS0704_22.5,2007-02-25,WS0704,22.5,256,256,255,256,256,255,0,253,253,0,256,256,256,256,256,255,255,256
2007-02-25_WS0704_23,2007-02-25,WS0704,23,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15
2007-02-25_WS0704_24,2007-02-25,WS0704,24,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11
2007-02-26_WS0704_1,2007-02-26,WS0704,1,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12
2007-02-26_WS0704_10,2007-02-26,WS0704,10,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
2007-02-26_WS0704_12,2007-02-26,WS0704,12,39,39,39,39,39,39,0,38,38,0,39,39,39,39,39,39,39,39
2007-02-26_WS0704_18,2007-02-26,WS0704,18,42,42,42,42,42,42,0,42,42,0,42,42,42,42,42,42,42,42
2007-02-26_WS0704_3,2007-02-26,WS0704,3,80,80,79,80,80,79,0,78,78,0,80,80,80,80,80,79,79,80
2007-02-26_WS0704_5,2007-02-26,WS0704,5,8,8,7,8,8,7,0,7,7,0,8,8,8,8,8,7,7,8
2007-02-26_WS0704_6,2007-02-26,WS0704,6,56,56,56,56,56,56,0,54,54,0,56,56,56,56,56,56,56,56
2007-02-26_WS0704_6.5,2007-02-26,WS0704,6.5,133,133,133,133,133,133,0,128,128,0,133,133,133,133,133,133,133,133
2007-02-26_WS0704_7,2007-02-26,WS0704,7,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2007-02-26_WS0704_9,2007-02-26,WS0704,9,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,61
2007-02-26_WS0704_9.5,2007-02-26,WS0704,9.5,226,226,226,226,226,226,0,223,223,0,226,226,226,226,226,226,226,226
2007-07-08_WS0718_1,2007-07-08,WS0718,1,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10
2007-07-08_WS0718_3,2007-07-08,WS0718,3,80,80,80,80,80,80,0,78,78,0,80,80,80,80,80,80,80,80
2007-07-08_WS0718_5,2007-07-08,WS0718,5,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9
2007-07-08_WS0718_6,2007-07-08,WS0718,6,42,42,42,42,42,42,0,41,41,0,42,42,42,42,42,42,42,42
2007-07-08_WS0718_6.5,2007-07-08,WS0718,6.5,139,139,139,139,139,139,0,137,137,0,139,139,139,139,139,139,139,139
2007-07-08_WS0718_7,2007-07-08,WS0718,7,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5
2007-07-09_WS0718_10,2007-07-09,WS0718,10,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2007-07-09_WS0718_16,2007-07-09,WS0718,16,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5
2007-07-09_WS0718_17,2007-07-09,WS0718,17,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15
2007-07-09_WS0718_18,2007-07-09,WS0718,18,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2007-07-09_WS0718_19,2007-07-09,WS0718,19,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2007-07-09_WS0718_20,2007-07-09,WS0718,20,20,20,20,20,20,20,0,19,19,0,20,19,20,20,20,20,20,20
2007-07-09_WS0718_21.5,2007-07-09,WS0718,21.5,266,266,266,266,266,266,0,265,265,0,266,264,266,266,266,266,266,266
2007-07-09_WS0718_22.5,2007-07-09,WS0718,22.5,262,262,260,262,262,261,0,259,259,0,262,262,262,262,262,261,261,262
2007-07-09_WS0718_23,2007-07-09,WS0718,23,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18
2007-07-09_WS0718_24,2007-07-09,WS0718,24,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12
2007-07-09_WS0718_9,2007-07-09,WS0718,9,48,48,47,48,48,47,0,47,47,0,48,48,48,48,48,47,47,48
2007-07-09_WS0718_9.5,2007-07-09,WS0718,9.5,233,233,233,233,233,233,0,232,232,0,233,233,233,233,233,233,233,233
2007-07-10_WS0718_25.5,2007-07-10,WS0718,25.5,638,638,637,638,638,637,0,635,635,0,636,638,623,638,638,637,637,636
2007-07-10_WS0718_27,2007-07-10,WS0718,27,54,54,53,54,54,53,0,51,51,0,54,54,54,54,54,53,53,54
2007-07-10_WS0718_28,2007-07-10,WS0718,28,54,54,54,54,54,54,0,54,54,0,54,54,54,54,54,54,54,54
2007-07-10_WS0718_29,2007-07-10,WS0718,29,63,63,62,63,63,62,0,61,61,0,63,63,63,63,63,62,62,63
2007-07-11_WS0718_30,2007-07-11,WS0718,30,42,42,42,42,42,42,0,41,41,0,42,42,42,42,42,42,42,42
2007-07-11_WS0718_31,2007-07-11,WS0718,31,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,26
2007-07-11_WS0718_34,2007-07-11,WS0718,34,7,7,6,7,7,6,0,5,5,0,7,7,7,7,7,6,6,7
2007-07-11_WS0718_CAL1,2007-07-11,WS0718,CAL1,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4
2007-07-11_WS0718_CAL5,2007-07-11,WS0718,CAL5,32,32,32,32,32,32,0,31,31,0,32,32,32,32,32,32,32,32
2007-07-11_WS0718_CH2,2007-07-11,WS0718,CH2,19,19,19,19,19,19,0,19,19,0,19,19,19,19,19,19,19,19
2007-07-11_WS0718_CH5,2007-07-11,WS0718,CH5,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52
2007-07-12_WS0718_39,2007-07-12,WS0718,39,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2007-07-12_WS0718_42,2007-07-12,WS0718,42,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13
2007-07-12_WS0718_49,2007-07-12,WS0718,49,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2007-07-12_WS0718_50,2007-07-12,WS0718,50,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8
2007-07-12_WS0718_53,2007-07-12,WS0718,53,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
2007-07-12_WS0718_54,2007-07-12,WS0718,54,6,6,6,6,6,6,0,5,5,0,6,3,6,6,6,6,6,6
2007-07-12_WS0718_56,2007-07-12,WS0718,56,5,5,5,5,5,5,0,5,5,0,5,2,5,5,5,5,5,5
2007-07-12_WS0718_58,2007-07-12,WS0718,58,14,14,13,14,14,13,0,12,12,0,14,14,14,14,14,13,13,14
2007-07-13_WS0718_60,2007-07-13,WS0718,60,9,9,9,9,9,9,0,9,9,0,9,5,9,9,9,9,9,9
2007-07-13_WS0718_69,2007-07-13,WS0718,69,4,4,4,4,4,4,0,4,4,0,4,0,4,4,4,4,4,4
2008-02-08_WS0802_1,2008-02-08,WS0802,1,6,6,5,6,6,5,0,5,5,0,6,0,6,6,6,5,5,6
2008-02-08_WS0802_10,2008-02-08,WS0802,10,3,3,2,3,3,2,0,1,1,0,3,0,3,3,3,2,2,3
2008-02-08_WS0802_12,2008-02-08,WS0802,12,54,54,54,54,54,54,0,54,54,0,54,0,54,54,54,54,54,54
2008-02-08_WS0802_3,2008-02-08,WS0802,3,92,92,91,92,92,91,0,91,91,0,92,0,92,92,92,91,91,92
2008-02-08_WS0802_7,2008-02-08,WS0802,7,6,6,6,6,6,6,0,4,4,0,6,0,6,6,6,6,6,6
2008-02-08_WS0802_9,2008-02-08,WS0802,9,61,61,61,61,61,61,0,60,60,0,61,0,61,61,61,61,61,61
2008-02-08_WS0802_9.5,2008-02-08,WS0802,9.5,239,239,239,239,239,239,0,237,237,0,239,0,239,239,239,239,239,239
2008-02-09_WS0802_16,2008-02-09,WS0802,16,2,2,1,2,2,1,0,1,1,0,2,0,2,2,2,1,1,2
2008-02-09_WS0802_17,2008-02-09,WS0802,17,16,16,16,16,16,16,0,16,16,0,16,0,16,16,16,16,16,16
2008-02-09_WS0802_18,2008-02-09,WS0802,18,55,55,54,55,55,54,0,54,54,0,55,0,55,55,55,54,54,55
2008-02-09_WS0802_19,2008-02-09,WS0802,19,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3
2008-02-09_WS0802_20,2008-02-09,WS0802,20,19,19,18,19,19,18,0,18,18,0,19,0,19,19,19,18,18,19
2008-02-09_WS0802_215,2008-02-09,WS0802,215,263,263,263,263,263,263,0,263,263,0,263,0,262,263,263,263,263,263
2008-02-09_WS0802_225,2008-02-09,WS0802,225,267,267,267,267,267,267,0,266,266,0,267,0,265,267,267,267,267,267
2008-02-09_WS0802_23,2008-02-09,WS0802,23,17,17,17,17,17,17,0,15,15,0,17,0,17,17,17,17,17,17
2008-02-09_WS0802_24,2008-02-09,WS0802,24,11,11,10,11,11,10,0,9,9,0,11,0,11,11,11,10,10,11
2008-02-09_WS0802_25.5,2008-02-09,WS0802,25.5,667,667,666,667,667,666,0,666,666,0,667,0,663,667,667,666,666,667
2008-02-09_WS0802_27,2008-02-09,WS0802,27,56,56,55,56,56,55,0,52,52,0,56,0,56,56,56,55,55,56
2008-02-10_WS0802_29,2008-02-10,WS0802,29,61,61,60,61,61,60,0,59,59,0,61,0,61,61,61,60,60,61
2008-02-10_WS0802_30,2008-02-10,WS0802,30,46,46,46,46,46,46,0,45,45,0,46,0,46,46,46,46,46,46
2008-02-10_WS0802_31,2008-02-10,WS0802,31,27,27,26,27,27,26,0,24,24,0,27,0,27,27,27,26,26,27
2008-02-10_WS0802_34,2008-02-10,WS0802,34,6,6,5,6,6,5,0,4,4,0,6,0,6,6,6,5,5,6
2008-02-10_WS0802_CAL1,2008-02-10,WS0802,CAL1,3,3,2,3,3,2,0,2,2,0,3,0,3,3,3,2,2,3
2008-02-10_WS0802_CAL5,2008-02-10,WS0802,CAL5,32,32,32,32,32,32,0,30,30,0,32,0,32,32,32,32,32,32
2008-02-10_WS0802_CH5,2008-02-10,WS0802,CH5,55,55,55,55,55,55,0,52,52,0,55,0,55,55,55,55,55,55
2008-02-11_WS0802_39,2008-02-11,WS0802,39,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3
2008-02-11_WS0802_42,2008-02-11,WS0802,42,13,13,13,13,13,13,0,11,11,0,13,0,13,13,13,13,13,12
2008-02-11_WS0802_49,2008-02-11,WS0802,49,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2
2008-02-11_WS0802_50,2008-02-11,WS0802,50,7,7,6,7,7,6,0,6,6,0,7,0,7,7,7,6,6,7
2008-02-11_WS0802_53,2008-02-11,WS0802,53,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2
2008-02-11_WS0802_54,2008-02-11,WS0802,54,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2
2008-02-11_WS0802_56,2008-02-11,WS0802,56,3,3,2,3,3,2,0,1,1,0,3,0,3,3,3,2,2,3
2008-02-11_WS0802_CH2,2008-02-11,WS0802,CH2,15,15,15,15,15,15,0,14,14,0,15,0,15,15,15,15,15,15
2008-02-12_WS0802_58,2008-02-12,WS0802,58,19,19,19,19,19,19,0,17,17,0,19,0,19,19,19,19,19,19
2008-02-12_WS0802_60,2008-02-12,WS0802,60,9,9,9,9,9,9,0,8,8,0,9,0,9,9,9,9,9,9
2008-02-12_WS0802_68,2008-02-12,WS0802,68,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2
2008-02-13_WS0802_69,2008-02-13,WS0802,69,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3
2008-05-06_WS0807_10,2008-05-06,WS0807,10,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2
2008-05-06_WS0807_12,2008-05-06,WS0807,12,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50
2008-05-06_WS0807_5,2008-05-06,WS0807,5,8,8,8,8,8,8,0,8,8,0,8,0,8,8,8,8,8,8
2008-05-06_WS0807_6,2008-05-06,WS0807,6,71,71,71,71,71,71,0,70,70,0,71,0,71,71,71,71,71,71
2008-05-06_WS0807_6.5,2008-05-06,WS0807,6.5,134,134,134,134,134,134,0,134,134,0,134,0,121,134,134,134,134,134
2008-05-06_WS0807_7,2008-05-06,WS0807,7,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1
2008-05-06_WS0807_9,2008-05-06,WS0807,9,58,58,58,58,58,58,0,58,58,0,58,0,58,58,58,58,58,58
2008-05-06_WS0807_9.5,2008-05-06,WS0807,9.5,221,221,221,221,221,221,0,221,221,0,221,0,218,221,221,221,221,221
2008-05-07_WS0807_16,2008-05-07,WS0807,16,4,4,4,4,4,4,0,3,3,0,4,0,4,4,4,4,4,4
2008-05-07_WS0807_17,2008-05-07,WS0807,17,16,16,16,16,16,16,0,16,16,0,16,0,16,16,16,16,16,16
2008-05-07_WS0807_18,2008-05-07,WS0807,18,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50
2008-05-07_WS0807_19,2008-05-07,WS0807,19,4,4,3,4,4,3,0,3,3,0,4,0,4,4,4,3,3,4
2008-05-07_WS0807_20,2008-05-07,WS0807,20,12,12,12,12,12,12,0,11,11,0,12,0,12,12,12,12,12,12
2008-05-07_WS0807_21.5,2008-05-07,WS0807,21.5,261,261,261,261,261,261,0,260,260,0,261,0,252,261,261,261,261,261
2008-05-07_WS0807_22.5,2008-05-07,WS0807,22.5,257,257,257,257,257,257,0,256,256,0,257,0,234,257,257,257,257,257
2008-05-07_WS0807_23,2008-05-07,WS0807,23,14,14,14,14,14,14,0,14,14,0,14,0,14,14,14,14,14,14
2008-05-07_WS0807_24,2008-05-07,WS0807,24,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10
2008-05-07_WS0807_25.5,2008-05-07,WS0807,25.5,615,615,615,615,615,615,0,614,614,0,615,0,608,615,615,615,615,615
2008-05-07_WS0807_27,2008-05-07,WS0807,27,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50
2008-05-08_WS0807_28,2008-05-08,WS0807,28,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50
2008-05-08_WS0807_29,2008-05-08,WS0807,29,55,55,55,55,55,55,0,54,54,0,55,0,55,55,55,55,55,55
2008-05-08_WS0807_30,2008-05-08,WS0807,30,31,31,30,31,31,30,0,30,30,0,31,0,31,31,31,30,30,31
2008-05-08_WS0807_31,2008-05-08,WS0807,31,17,17,17,17,17,17,0,17,17,0,17,0,17,17,17,17,17,17
2008-05-08_WS0807_34,2008-05-08,WS0807,34,5,5,5,5,5,5,0,4,4,0,5,0,5,5,5,5,5,5
2008-05-08_WS0807_CAL1,2008-05-08,WS0807,CAL1,5,5,4,5,5,4,0,4,4,0,5,0,5,5,5,4,4,5
2008-05-08_WS0807_CAL5,2008-05-08,WS0807,CAL5,29,29,28,29,29,28,0,27,27,0,29,0,29,29,29,28,28,29
2008-05-08_WS0807_CH2,2008-05-08,WS0807,CH2,16,16,16,16,16,16,0,15,15,0,16,0,16,16,16,16,16,16
2008-05-09_WS0807_39,2008-05-09,WS0807,39,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3
2008-05-09_WS0807_42,2008-05-09,WS0807,42,13,13,13,13,13,13,0,12,12,0,13,0,13,13,13,13,13,13
2008-05-09_WS0807_49,2008-05-09,WS0807,49,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2
2008-05-09_WS0807_50,2008-05-09,WS0807,50,6,6,6,6,6,6,0,5,5,0,6,0,6,6,6,6,6,6
2008-05-09_WS0807_53,2008-05-09,WS0807,53,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2
2008-05-09_WS0807_54,2008-05-09,WS0807,54,2,2,1,2,2,1,0,1,1,0,2,0,2,2,2,1,1,2
